kind,dissimilarity_1_0deg,dissimilarity_1_45deg,dissimilarity_1_90deg,dissimilarity_1_135deg,dissimilarity_3_0deg,dissimilarity_3_45deg,dissimilarity_3_90deg,dissimilarity_3_135deg,dissimilarity_5_0deg,dissimilarity_5_45deg,dissimilarity_5_90deg,dissimilarity_5_135deg,correlation_1_0deg,correlation_1_45deg,correlation_1_90deg,correlation_1_135deg,correlation_3_0deg,correlation_3_45deg,correlation_3_90deg,correlation_3_135deg,correlation_5_0deg,correlation_5_45deg,correlation_5_90deg,correlation_5_135deg,contrast_1_0deg,contrast_1_45deg,contrast_1_90deg,contrast_1_135deg,contrast_3_0deg,contrast_3_45deg,contrast_3_90deg,contrast_3_135deg,contrast_5_0deg,contrast_5_45deg,contrast_5_90deg,contrast_5_135deg,energy_1_0deg,energy_1_45deg,energy_1_90deg,energy_1_135deg,energy_3_0deg,energy_3_45deg,energy_3_90deg,energy_3_135deg,energy_5_0deg,energy_5_45deg,energy_5_90deg,energy_5_135deg,homogeneity_1_0deg,homogeneity_1_45deg,homogeneity_1_90deg,homogeneity_1_135deg,homogeneity_3_0deg,homogeneity_3_45deg,homogeneity_3_90deg,homogeneity_3_135deg,homogeneity_5_0deg,homogeneity_5_45deg,homogeneity_5_90deg,homogeneity_5_135deg,ASM_1_0deg,ASM_1_45deg,ASM_1_90deg,ASM_1_135deg,ASM_3_0deg,ASM_3_45deg,ASM_3_90deg,ASM_3_135deg,ASM_5_0deg,ASM_5_45deg,ASM_5_90deg,ASM_5_135deg
bricks,2.2420644685039375,4.57108314216629,3.7478469488189017,4.5663091326182705,4.422562500000009,6.6686192995716915,7.130187500000031,6.676177878558828,5.366869918699189,9.518340270551478,8.492949695121927,9.629747658688832,0.9341899390695403,0.7409622770273983,0.7905976104325728,0.7429905808759055,0.746898551059069,0.43977124999505385,0.3171886822112166,0.4427090843434356,0.6333436034178124,-0.02305796970161426,0.10300295391938966,-0.02120436423509525,11.51064222440947,44.877115754231475,36.299520177165284,44.526505053010126,44.288062499999945,96.39436885865446,116.13456250000009,95.89789619551524,64.19004065040663,174.67950052029144,153.64170477642273,174.36934183142597,0.06829505940386292,0.05500529263913401,0.0629021911203919,0.054710428484083015,0.052994766840698676,0.04783012337595214,0.049473004002182984,0.04766368496878312,0.05001823823375151,0.04346895390258354,0.04568828392349919,0.04301695867303549,0.4050218105820528,0.24764276487445386,0.3304803644932493,0.2459205352531611,0.2638319930374943,0.19387913220964334,0.217866559627418,0.19058113623627773,0.23326728865799498,0.15246760380752938,0.18689724616302825,0.14741226593829984,0.004664215138977165,0.00302558221831677,0.003956685647746309,0.0029932309849119623,0.0028084453125000156,0.0022877207021588034,0.0024475781250000135,0.002271826864803402,0.0025018241560083214,0.001889549953384933,0.002087419287874275,0.0018504587334776433
bricks,2.3230191929133905,5.058714117428244,4.456016240157482,5.127658255316529,4.507375000000017,7.371945074326037,8.248812500000026,7.406399596875791,5.460175304878046,10.761771592091499,9.939532520325194,10.800923517169583,0.9434651028949342,0.7268436766292337,0.761834907624794,0.7236158916410994,0.7915609695871332,0.4203735156897013,0.2550795879495868,0.41882599565675854,0.6962702691221312,-0.05420693380598052,0.021905862312795937,-0.05532609326662776,12.224347933070872,58.35612871225744,50.83852116141738,59.048298096596206,45.16624999999989,123.2753212396069,156.40193750000023,123.61262282690835,65.95572916666677,223.18320759625436,207.34819613821153,223.4600026014574,0.06750164264244171,0.05332064733622756,0.05678626623880522,0.05256992671078892,0.05225560675659627,0.04715621832641748,0.04719573603621438,0.04705042557257048,0.049348169329914204,0.04251730801870517,0.044103067640264525,0.04219224928753676,0.3909730530456884,0.23588216218231037,0.2794621787879464,0.23121195402491618,0.2513290118987473,0.18592057818864666,0.19268007782979688,0.18325898916563096,0.22383689110980753,0.14204385896603625,0.16167493691760287,0.13994198177181796,0.004556471759427905,0.002843091432354351,0.0032246800333444693,0.002763597194377718,0.0027306484375000297,0.002223708926848752,0.002227437500000025,0.002213742546559994,0.002435241816213885,0.001807721481157451,0.001945080575281748,0.0017801858999416463
bricks,1.9205216535433096,4.247876495752996,3.6105437992126057,4.207700415400836,3.6883750000000077,6.071428571428574,6.67131250000003,6.013038548752833,4.5111153455284505,8.710262747138389,7.860200711382125,8.721253902185207,0.9425133496872241,0.7158186033719438,0.755748226933536,0.7188951226560667,0.7882934427783761,0.4204188339209201,0.2592070997140691,0.4242099457632357,0.6911116452968493,-0.02763654678734032,0.0699792474775048,-0.03361647972131061,8.347194881889767,40.83873767747536,35.13576525590554,40.407464814929625,30.682000000000013,82.50982615268329,104.33718749999976,81.98179642227248,44.76467225609757,144.76294224765894,131.58047510162618,145.4378251821021,0.08406698102452059,0.06657228488987531,0.07376705241385165,0.06675530634388448,0.06549904579457592,0.05924986385207531,0.06080964150527461,0.05974100568671218,0.061210959677350636,0.05303352221943579,0.05581044787570878,0.05272588880102227,0.4466595658256314,0.27047067518464324,0.34299646335481093,0.2764976813146479,0.2967239715114528,0.21920402409756515,0.242301437084523,0.22517515085763146,0.26432367765536835,0.16664959584385958,0.20211101528411404,0.16423915961978702,0.007067257298577106,0.0044318691154587204,0.005441578021827937,0.0044562709250658625,0.0042901249999999546,0.0035105463664894605,0.003697812500000017,0.0035689877604597768,0.0037467815846222454,0.0028125544789993893,0.0031148060920872067,0.0027800193498577655
bricks,3.2754060039370105,5.098270196540408,4.2952755905511735,4.993985987971989,5.355250000000019,7.110859158478213,7.856250000000041,6.948601662887373,5.865027947154448,9.39281997918832,9.479039634146329,9.245967741935454,0.9030416227145407,0.780105286665944,0.8393090805811179,0.7890473674792668,0.7417988901879649,0.5690752342639187,0.4594314621325115,0.5897814273494162,0.6882465103172962,0.24548552555267053,0.21331118755987255,0.26615796466968183,20.405819389763852,46.35414470828935,33.86466535433075,44.47479694959389,54.33275000000005,90.46145124716537,112.38575000000021,86.17561098513464,65.3905614837398,154.46475026014565,159.35886686991847,150.5898803329865,0.052545324599403406,0.043092405546850385,0.04632883268585552,0.043531019558368536,0.043200206162702266,0.037748882577587364,0.03651112844051771,0.03807549502332783,0.04176540653416424,0.034316928044697693,0.034426047384676084,0.03455766362846496,0.2948521417263804,0.19898751489836242,0.23314961026890021,0.205220797484939,0.1996588029625652,0.15517317265435332,0.1440549297602051,0.16218392468965886,0.18912815617239961,0.1215647304846617,0.11986275686803177,0.12165295236176685,0.002761011137256669,0.0018569554158142216,0.0021463607380339945,0.0018949496637910637,0.0018662578124999788,0.001424978135856479,0.001333062499999981,0.0014497433212714622,0.0017443491829640088,0.001177651550424959,0.001185152738531963,0.0011942321154581304
bricks,0.9651820866141779,1.589063178126356,1.1015009842519716,1.4935209870419737,2.146000000000001,2.7307256235827664,2.7736250000000093,2.5683421516754863,2.8427337398373935,4.489594172736716,4.263719512195134,4.3527575442247555,0.9895648698919991,0.9775406194214914,0.9874382659442128,0.9795876592588633,0.9474886758189963,0.9352629658996493,0.9306293764955202,0.940319731918607,0.909008537056025,0.8408805282590732,0.851220815391769,0.8485526657172097,3.962106299212604,8.559861119722244,4.789493110236231,7.779713559427138,19.929124999999992,24.759952128999743,26.655000000000015,22.82697152935244,34.52718495934962,61.296826222684636,57.61839430894298,58.36160249739845,0.12336725224015488,0.10419162804917696,0.11999314855860857,0.10590341706522113,0.09380710760651398,0.08667646632147108,0.08602665829555355,0.08790741639055018,0.08553312883966233,0.07336482977638445,0.07357743974349087,0.07307483629061538,0.6800275441612383,0.5491680584057191,0.6403445783234637,0.5618376925236928,0.5051385614660339,0.42400151466990915,0.4226753705484956,0.435813450967699,0.4457194583222123,0.3233822362114704,0.33181795552761256,0.3254377901603891,0.015219478925286,0.01085589535553804,0.014398355701008307,0.011215533746090172,0.008799773437500094,0.00751280981397711,0.007400585937499932,0.007727713856461571,0.0073159161291022744,0.005382398248117866,0.005413639639207031,0.00533993169890024
bricks,1.480253444881894,1.7651435302870608,0.8569143700787424,1.7026474052948106,3.3668750000000065,3.002015621063239,2.0805624999999965,2.887377173091457,4.63941819105691,4.7836888657648275,3.0090828252032575,4.638332466181069,0.9760634434110913,0.9696717882057417,0.9936463609866896,0.9734652412879023,0.8864460378312072,0.9143805617081946,0.9635440994437673,0.9250706486471921,0.805098698622324,0.8052116917008443,0.9230695469528652,0.819410767543885,8.418860728346468,10.63661727323456,2.2963828740157517,9.309938619877254,40.145875000000004,29.863567649281915,13.187062499999982,26.136180398085155,69.2415523373984,67.32713319458897,27.74129827235775,62.27894120707601,0.10550999910531791,0.0961571954082894,0.1218459737290337,0.09762586460154736,0.07697965437373686,0.0793537306870855,0.08916693438433336,0.08086688520337289,0.06799076700682012,0.06752396755732878,0.07883220012344565,0.06899742008450598,0.5915080639769107,0.5282650405751957,0.679619934709496,0.53217641475818,0.4077512833562743,0.4072701307279689,0.48097634375368126,0.4140474505352746,0.33938334681101384,0.3118976530932388,0.4044939208904041,0.3202036982498226,0.011132359911204186,0.009246206228787952,0.014846441313976371,0.009530809439199659,0.005925867187499985,0.006297014573958494,0.00795074218750001,0.006539453122495488,0.0046227443981757,0.0045594861946831895,0.006214515776302985,0.004760643978317789
bricks,0.6440083661417333,0.994667989335979,0.7455093503937025,0.9845619691239388,1.3029999999999986,1.6286218190980082,1.7856874999999979,1.577034517510708,1.5985137195121926,2.496162851196674,2.5961636178861793,2.426508844953175,0.9933255229020413,0.9817974117191532,0.9861548105713784,0.9817756797205563,0.9740163264812656,0.9482204994508892,0.9204933763784638,0.9503381526635037,0.9567982820085177,0.8595293474410737,0.8224240302201641,0.8645034647303163,1.4813607283464578,4.119102238204489,3.184608759842525,4.127348254696521,5.743499999999998,11.620559334845046,18.00856249999997,11.183736457545985,9.512893800813012,30.758779916753404,38.993013211382134,29.734911550468258,0.22217587454998552,0.20521350789401493,0.24335794750562378,0.2053443077296526,0.17402736404801397,0.17739699774372503,0.18718644615730073,0.17852910928970842,0.16548595706879352,0.1643682785399892,0.17361904529840816,0.1645544563592454,0.7327654765761016,0.6589236111168283,0.7493896563707352,0.6595302439876508,0.5569994588678584,0.5474122148694687,0.5764708027878367,0.5533912403910488,0.5100449751263395,0.4713181967827776,0.5113098176825568,0.4765225994786761,0.04936211923205091,0.04211258382216693,0.05922309061414994,0.042166284716970266,0.030285523437499986,0.03146969480848718,0.03503876562500005,0.03187264286377665,0.027385601986974567,0.027016930990199476,0.030143572890330705,0.027078169107686796
bricks,0.958784448818901,1.4831669663339335,1.0246062992126015,1.393886787773575,2.0249374999999987,2.4356261022927703,2.4518125000000084,2.3221844293272884,2.5454776422764236,3.7054500520291302,3.532901422764236,3.656932882414145,0.9788884804054655,0.9531417720568014,0.973912932222529,0.9598279275586347,0.9062448394626509,0.8701311344426415,0.855424625900284,0.8862522048226379,0.850619585850892,0.693398829646557,0.7063719590755146,0.7143254601645508,3.497047244094493,7.685163370326749,4.342027559055125,6.6705933411866924,15.33431249999999,20.97682035777272,23.87468750000003,18.700617283950624,24.227769308943124,47.92176118626429,47.982596544715456,45.921891259105166,0.16049422115032502,0.1441946015780388,0.16660159116931966,0.1451728501357654,0.1251181316796253,0.12614365932471552,0.13005599755489938,0.12537213393652055,0.11897502626792926,0.11585858162747478,0.12006609551115967,0.11463672272173987,0.6733557722342458,0.5734420427273891,0.663761367082257,0.5798454176575631,0.49970379089179445,0.46581601828529673,0.48180228616848,0.4646332233133779,0.4538654786540895,0.3888564151572571,0.4141531518452739,0.38399245030098617,0.025758395022649434,0.02079208312424935,0.02775609018014913,0.021075156416541396,0.015654546875000057,0.015912222787829892,0.016914562499999997,0.015718171967796846,0.014155056875454458,0.013423210936730238,0.014415867291294914,0.01314157819638107
bricks,0.6657234251968518,1.2403124806249608,0.9472194881889792,1.1382602765205532,1.4009375000000002,2.070357772738724,2.2851875000000055,1.9040060468631872,1.7794080284552822,3.3487903225806486,3.4016768292682973,3.1510145681581694,0.9914994721359961,0.9719672362981602,0.9809876459504138,0.9773392354184433,0.9623607618779506,0.9219421862591451,0.8974261233403047,0.9358425948080162,0.936880258790563,0.8069065608740414,0.791417338544425,0.8321485609978343,1.8184055118110247,6.013082026164064,4.0852608267716555,4.865583731167478,8.037812500000001,16.78905265810025,22.240312500000034,13.8201058201058,13.464875508130083,41.7537070759625,45.6116615853659,36.395681581685665,0.15920323129698144,0.13568391069106475,0.15232424640884978,0.13787752848370674,0.12594356374979987,0.11704481188126896,0.11812903432264214,0.11839974426804993,0.1183874936975599,0.10355689402874672,0.10497913985689197,0.1032350288203265,0.7419502434202436,0.6123862227868098,0.6808424051615737,0.6236686509370727,0.58372400393767,0.5044895055626516,0.5023353902424642,0.5125138835761385,0.534738293593332,0.4161120476634503,0.4252957862356593,0.4146703979273341,0.025345668855400173,0.018410123620420837,0.023202676044023984,0.019010212860775363,0.015861781249999905,0.01369948798832164,0.013954468749999964,0.014018499442739621,0.014015598663989784,0.01072403030088108,0.011020619805092884,0.010657471175533641
bricks,0.3774606299212599,0.6259532519065041,0.505105807086614,0.6044392088784181,0.7246874999999998,0.9276895943562605,1.0273749999999997,0.9025573192239853,0.802083333333333,1.2687955254942778,1.3065929878048779,1.2533818938605625,0.9803261401840775,0.9545074282710724,0.9667045239371348,0.9587350135167322,0.9461127419889815,0.8959035181887535,0.85730649619198,0.9084437036706189,0.9319532605734321,0.7573639922692531,0.6982432581739471,0.7721901087763688,0.4677657480314958,1.1126542253084506,0.8479945866141729,1.0193440386880779,1.2815624999999995,2.5621063240110833,3.7024999999999992,2.317775258251446,1.6228404471544704,5.785054630593133,6.988503556910571,5.537851196670138,0.31877835752692446,0.28447388598822826,0.3100677953981352,0.28649052425334004,0.26094771686585044,0.259004901668486,0.2617463287708158,0.2595384543695312,0.25458938207535103,0.24621184271589308,0.2536075180496826,0.24711568505634898,0.8197995084638207,0.7292167761728588,0.7787824421281025,0.7354835351911138,0.6832399324160651,0.6490350577409143,0.6466033307794172,0.651820904811939,0.6621439267907592,0.596626248364029,0.610818009880993,0.5992952420316467,0.10161964122756367,0.08092539180924348,0.09614203774305984,0.08207682048695362,0.06809371093750004,0.06708353908830211,0.068511140625,0.06736020929652523,0.06481575346550908,0.06062027149355567,0.06431677321132011,0.061066161800868664
